wallet,probability,is_scammer
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997237741280983,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997237741280983,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997235587683279,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997211651666974,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997211651666974,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997211651666974,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997211651666974,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997211651666974,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997211651666974,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997211651666974,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997211651666974,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997211651666974,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997141423418809,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
0x586e32930ac05127de429bd566eaa2758fcbd9bc,0.9997012217800285,1
